,Business Name,Source,Street Address,City,State,Zip,Title.1,Document URL,Key Nature,Docket Num,Court Juris,Filed Date
227,Pegasus Trucking LLP,,,,,,Medina et al v. National Stores Inc. et al,https://www.westlaw.com/Document/I11772C97DD0111EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D15%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=15&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Labor & Employment, FLSA",2:20-CV-07269,"CA U.S. Dist. Ct., Cent.",2020-08-12
228,"Westrock Services, LLC",,,,,,"Castrejon v. Westrock Services, LLC",https://www.westlaw.com/Document/IE2BCD9A5DCC011EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D4%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=4&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Labor & Employment, Labor/Management Relations",2:20-CV-01609,"CA U.S. Dist. Ct., East",2020-08-12
229,"212 Productions, LLC",https://businesssearch.sos.ca.gov/,245 N. BEVERLY DRIVE,BEVERLY HILLS,CA,90210-5317,In Re: American Federation of Musicians of the United States and Canada,https://www.westlaw.com/Document/IE2BCFFB5DCC011EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D11%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=11&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Labor & Employment, Labor/Management Relations",2:20-CV-07255,"CA U.S. Dist. Ct., Cent.",2020-08-12
230,"Siemens Medical Solutions USA, INC",,,,,,"Geer v. Siemens Medical Solutions USA, INC",https://www.westlaw.com/Document/I004BD58DDD0B11EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D8%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=8&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Labor & Employment, Other Federal Labor Litigation",3:20-CV-05613,"CA U.S. Dist. Ct., North",2020-08-12
231,"Floss Bar, Inc.",,,,,,"Santwani v. Floss Bar, Inc.",https://www.westlaw.com/Document/I03A88C98DCCF11EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D20%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=20&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Labor & Employment, Other Federal Labor Litigation",3:20-CV-05587,"CA U.S. Dist. Ct., North",2020-08-12
232,"RSI Home Products, Inc.",https://businesssearch.sos.ca.gov/,561 SHADY ELM ROAD,WINCHESTER,VA,22602,"Vasquez v. RSI Home Products, Inc. et al",https://www.westlaw.com/Document/IE2BCD9C3DCC011EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D24%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=24&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Labor & Employment, Other Federal Labor Litigation",8:20-CV-01494,"CA U.S. Dist. Ct., Cent.",2020-08-12
233,"Zenith American Solutions, Inc.",https://businesssearch.sos.ca.gov/,"302 KNIGHTS RUN AVE, STE. 1100",TAMPA,FL,33602,"Wilson v. Zenith American Solutions, Inc.",https://www.westlaw.com/Document/I004BD575DD0B11EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e766b997fae2b6ef%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D26%26alertGuid%3Di0ad61c1200000160d7977b89876a7277&listSource=Alert&list=DocketAlertNext&rank=26&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad61c1200000160d7977b89876a7277,"Labor & Employment, Other Federal Labor Litigation",3:20-CV-05617,"CA U.S. Dist. Ct., North",2020-08-12
234,ALISAM CAMARILLO OPERATING INC.,,,,,,"ANAHITA ASHRAFIPOUR V. WATERDROPS EXPRESS CAR WASH, LLC,, ET AL.",https://www.westlaw.com/Document/I0A5E56A3DCFE11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D19%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=19&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30388,CA LOS ANGELES SUPER. CT.,2020-08-11
235,WATERDROPS EXPRESS CAR WASH LLC,,,,,,"ANAHITA ASHRAFIPOUR V. WATERDROPS EXPRESS CAR WASH, LLC,, ET AL.",https://www.westlaw.com/Document/I0A5E56A3DCFE11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D19%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=19&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30388,CA LOS ANGELES SUPER. CT.,2020-08-11
236,DOORDASH INC.,,,,,,"ARMOND ASATURYAN V. DOORDASH, INC.",https://www.westlaw.com/Document/ID7802B28DD3411EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D24%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=24&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30480,CA LOS ANGELES SUPER. CT.,2020-08-11
237,HUOYEN INTERNATIONAL INC,,,,,,CONCEPCION HURTADO V. HUOYEN INTERNATIONAL INC,https://www.westlaw.com/Document/I5E85544DDD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D49%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=49&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",30-2020-01154393-CU-WT-CJC,CA ORANGE SUPER. CT.,2020-08-11
238,"SEDGWICK CLAIMS MANAGEMENT SERVICES, I",,,,,,"DAVID POON V. YORK RISK SERVICES GROUP, INC.",https://www.westlaw.com/Document/IB43ECDC0DCA511EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D59%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=59&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",30-2020-01154272-CU-WT-CJC,CA ORANGE SUPER. CT.,2020-08-07
239,"YORK RISK SERVICES GROUP, INC.",https://businesssearch.sos.ca.gov/,1 UPPER POND ROAD BLDG F 4TH FLR,PARSIPPANY,NJ,07054,"DAVID POON V. YORK RISK SERVICES GROUP, INC.",https://www.westlaw.com/Document/IB43ECDC0DCA511EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D59%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=59&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",30-2020-01154272-CU-WT-CJC,CA ORANGE SUPER. CT.,2020-08-07
240,L.A. DOWNTOWN MEDICAL CENTER LLC,,,,,,"FATIMA MANUAO V. L.A. DOWNTOWN MEDICAL CENTER LLC, ET AL.",https://www.westlaw.com/Document/I9719CFD9DD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D66%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=66&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30402,CA LOS ANGELES SUPER. CT.,2020-08-10
241,NATIONAL RETAIL TRANSPORTATION INC.,,,,,,"FELIPE DIAZ V. NATIONAL RETAIL TRANSPORTATION, INC., ET AL.",https://www.westlaw.com/Document/I1B289D56DCFB11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D67%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=67&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30447,CA LOS ANGELES SUPER. CT.,2020-08-11
242,"PIKE ENGINEERING, INC",,,,,,FRANCO-FLORES V. PIKE ENGINEERING,https://www.westlaw.com/Document/IEACCA5E7DD2511EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D72%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=72&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",CIVDS2015688,CA SAN BERNARDINO SUPER. CT,2020-07-29
243,TAX LEADERS OF AMERICA LLC,,,,,,"GABRIELA MARTINEZ V. MARIO SANCHEZ, ET AL.",https://www.westlaw.com/Document/I11772D1EDD0111EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D76%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=76&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30365,CA LOS ANGELES SUPER. CT.,2020-08-11
244,PLASTPRO 2000 INC.; J-M MANUFACTURING COMPANY INC.,,,,,,"GARY REYNA V. PLASTPRO 2000, INC.; J-M MANUFACTURING COMPANY, INC.",https://www.westlaw.com/Document/I6D9EC1E1DD3411EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D81%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=81&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30431,CA LOS ANGELES SUPER. CT.,2020-08-11
245,RUSSELL SIGLER INC.,,,,,,"HECTOR AMERICANO V. RUSSELL SIGLER, INC., A CALIFORNIA CORPORATION, ET AL.",https://www.westlaw.com/Document/I0A5E5722DCFE11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D93%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=93&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30371,CA LOS ANGELES SUPER. CT.,2020-08-11
246,"UNDERGROUND CONSTRUCTION CO., INC.",https://businesssearch.sos.ca.gov/,5145 INDUSTRIAL WAY,BENICIA,CA,94510,JAIMES V. UNDERGROUND CONSTRUCTION,https://www.westlaw.com/Document/I39E70BA5DD2611EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D108%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=108&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",CIVDS2015815,CA SAN BERNARDINO SUPER. CT,2020-07-29
247,ROMAN EMPIRE LIVING SKILLS INC.,,,,,,"JOHN BALLOU V. ROMAN EMPIRE LIVING SKILLS, INC., A CALIFORNIA CORPORATION",https://www.westlaw.com/Document/I195BB7FFDD3411EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D119%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=119&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30485,CA LOS ANGELES SUPER. CT.,2020-08-11
248,APTIVE ENVIRONMENTAL INC.,,,,,,"JOSEPH JACKSON, AN INDIVIDUAL V. APTIVE ENVIRONMENTAL, INC., A UTAH CORPORATION, ET AL.",https://www.westlaw.com/Document/I1B287905DCFB11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D123%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=123&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30397,CA LOS ANGELES SUPER. CT.,2020-08-11
249,DVA RENAL HEALTHCARE INC. A CORPORATE ENTITY FORM UNKNOWN,,,,,,"JUAN HERNANDEZ V. DVA RENAL HEALTHCARE, INC., A CORPORATE ENTITY FORM UNKNOWN",https://www.westlaw.com/Document/I1B287926DCFB11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D128%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=128&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30315,CA LOS ANGELES SUPER. CT.,2020-08-11
250,"J.C. PENNY COMPANY, INC.",,,,,,JUAREZ V. J.C. PENNY,https://www.westlaw.com/Document/IDD4C3974DD2511EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D129%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=129&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",CIVDS2015759,CA SAN BERNARDINO SUPER. CT,2020-08-10
251,"PATTERNS BEHAVIORAL SERVICES, INC.",https://businesssearch.sos.ca.gov/,606 S. OLIVE ST. 1015,LOS ANGELES,CA,90014,"JULIANA LUNA V. PATTERNS BEHAVIORAL SERVICES, INC.",https://www.westlaw.com/Document/I4C33D943DCA211EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D130%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=130&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",30-2020-01154319-CU-WT-CJC,CA ORANGE SUPER. CT.,2020-08-07
252,INNOVATIVE SPEECH & LANGUAGE PATHOLOGY INC.,,,,,,"LAUREN BERMAN V. INNOVATIVE SPEECH & LANGUAGE PATHOLOGY, INC., A CALIFORNIA CORPORATION",https://www.westlaw.com/Document/I5D149460DBFD11EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D139%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=139&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20SMCV01059,CA LOS ANGELES SUPER. CT.,2020-08-10
253,MIA SECRET INC.,,,,,,"MAXIMINO SOTO V. DE ROBLIN, A CALIFORNIA CORPORATION;, ET AL.",https://www.westlaw.com/Document/I195BDCDFDD3411EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D155%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=155&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"LABOR & EMPLOYMENT, WRONGFUL TERMINATION/DISCHARGE",20STCV30477,CA LOS ANGELES SUPER. CT.,2020-08-11
254,Air Menzies International USA Inc,,,,,,Mize Edwards v. Air Menzies International USA Inc,https://www.westlaw.com/Document/I7EE7B4CDDCA511EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D164%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=164&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Labor & Employment, Wrongful Termination/Discharge",37-2020-00028139-CU-WT-CTL,CA San Diego Super.Ct.,2020-08-11
255,Aircraft Service International Inc,,,,,,Mize Edwards v. Air Menzies International USA Inc,https://www.westlaw.com/Document/I7EE7B4CDDCA511EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D164%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=164&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Labor & Employment, Wrongful Termination/Discharge",37-2020-00028139-CU-WT-CTL,CA San Diego Super.Ct.,2020-08-11
256,"Weee! Inc., A Delaware Corporation",,,,,,"Montes v. Weee! Inc., A Delaware Corporation",https://www.westlaw.com/Document/I2474AAE9DD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D165%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=165&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Labor & Employment, Wrongful Termination/Discharge",RG20070398,CA Alameda Super. Ct.,2020-08-10
